FIPS,Area_Name,Unemployment
39173,Wood County,5.5
39175,Wyandot County,4.2
40001,Adair County,5.5
40003,Alfalfa County,4.5
40005,Atoka County,6.6
40007,Beaver County,3.9
40009,Beckham County,4.6
40011,Blaine County,3.6
40013,Bryan County,6.4
40015,Caddo County,7.6
40017,Canadian County,4.3
40019,Carter County,6.4
40021,Cherokee County,7.9
40023,Choctaw County,8.6
40025,Cimarron County,2.3
40027,Cleveland County,4.8
40029,Coal County,7.9
40031,Comanche County,8.8
40033,Cotton County,8.7
40035,Craig County,5.5
40037,Creek County,4.2
40039,Custer County,3.6
40041,Delaware County,8.3
40043,Dewey County,2.3
40045,Ellis County,5.6
40047,Garfield County,5.3
40049,Garvin County,3.5
40051,Grady County,3.8
40053,Grant County,3.5
40055,Greer County,6.6
40057,Harmon County,6.2
40059,Harper County,3.2
40061,Haskell County,8.9
40063,Hughes County,8.6
40065,Jackson County,5.2
40067,Jefferson County,7.2
40069,Johnston County,6.6
40071,Kay County,6.9
40073,Kingfisher County,5.2
40075,Kiowa County,6.1
40077,Latimer County,7.4
40079,Le Flore County,6.9
40081,Lincoln County,5.9
40083,Logan County,4.8
40085,Love County,3.9
40087,McClain County,3.8
40089,McCurtain County,5.7
40091,McIntosh County,8.5
40093,Major County,4.6
40095,Marshall County,5.3
40097,Mayes County,5.3
40099,Murray County,3.9
40101,Muskogee County,6.9
40103,Noble County,4.9
40105,Nowata County,9.5
40107,Okfuskee County,8.2
40109,Oklahoma County,5.2
40111,Okmulgee County,10
40113,Osage County,6.1
40115,Ottawa County,7.2
40117,Pawnee County,5.2
40119,Payne County,4.5
40121,Pittsburg County,6.3
40123,Pontotoc County,5.1
40125,Pottawatomie County,6.7
40127,Pushmataha County,7.9
40129,Roger Mills County,3.4
40131,Rogers County,5
40133,Seminole County,8
40135,Sequoyah County,8.7
40137,Stephens County,6.8
40139,Texas County,3.1
40141,Tillman County,5.5
40143,Tulsa County,5.9
40145,Wagoner County,6.4
40147,Washington County,4.7
40149,Washita County,4.6
40151,Woods County,4.6
40153,Woodward County,5.6
41001,Baker County,7.3
41003,Benton County,6.7
41005,Clackamas County,5.6
41007,Clatsop County,6.5
41009,Columbia County,7.5
41011,Coos County,9.2
41013,Crook County,8.3
41015,Curry County,9.9
41017,Deschutes County,5.5
41019,Douglas County,8.9
41021,Gilliam County,7.5
41023,Grant County,7.6
41025,Harney County,13.1
41027,Hood River County,5.1
41029,Jackson County,7.5
41031,Jefferson County,11.9
41033,Josephine County,9
41035,Klamath County,9.1
41037,Lake County,6.9
41039,Lane County,7.6
41041,Lincoln County,6.5
41043,Linn County,8.8
41045,Malheur County,8.6
41047,Marion County,6.8
41049,Morrow County,4.8
41051,Multnomah County,6.8
41053,Polk County,8.3
41055,Sherman County,4.9
41057,Tillamook County,5.5
41059,Umatilla County,8.3
41061,Union County,6.5
41063,Wallowa County,4.9
41065,Wasco County,6.5
41067,Washington County,5.6
41069,Wheeler County,8.3
41071,Yamhill County,6.6
42001,Adams County,4.9
42003,Allegheny County,5.9
42005,Armstrong County,6.9
42007,Beaver County,5.6
42009,Bedford County,5.9
42011,Berks County,7.3
42013,Blair County,5.2
42015,Bradford County,5.6
42017,Bucks County,5.4
42019,Butler County,4.5
42021,Cambria County,7.5
42023,Cameron County,4.1
42025,Carbon County,7.6
42027,Centre County,4.6
42029,Chester County,4.8
42031,Clarion County,6.6
42033,Clearfield County,8.2
42035,Clinton County,5.9
42037,Columbia County,5.1
42039,Crawford County,6
42041,Cumberland County,4.2
42043,Dauphin County,5.7
42045,Delaware County,6.8
42047,Elk County,4.8
42049,Erie County,6.5
42051,Fayette County,7.5
42053,Forest County,5.4
42055,Franklin County,5.7
42057,Fulton County,6.5
42059,Greene County,5.7
42061,Huntingdon County,6.7
42063,Indiana County,7.8
42065,Jefferson County,4.7
42067,Juniata County,4.4
42069,Lackawanna County,5.4
42071,Lancaster County,4.7
42073,Lawrence County,6.5
42075,Lebanon County,5.8
42077,Lehigh County,7
42079,Luzerne County,7
42081,Lycoming County,6.2
42083,McKean County,7.5
42085,Mercer County,5.8
42087,Mifflin County,4.2
42089,Monroe County,9.2
42091,Montgomery County,5.2
42093,Montour County,4.4
42095,Northampton County,5.7
42097,Northumberland County,5.1
42099,Perry County,4.3
42101,Philadelphia County,11.3
42103,Pike County,7.8
42105,Potter County,6.7
42107,Schuylkill County,6.9
42109,Snyder County,3.6
42111,Somerset County,6.1
42113,Sullivan County,8.8
42115,Susquehanna County,6.7
42117,Tioga County,6.4
42119,Union County,3.4
42121,Venango County,7.6
42123,Warren County,5.7
42125,Washington County,5.8
42127,Wayne County,6.5
42129,Westmoreland County,4.9
42131,Wyoming County,6.5
42133,York County,5.4
44001,Bristol County,4.2
44003,Kent County,6.1
44005,Newport County,5.4
44007,Providence County,7.6
44009,Washington County,6
45001,Abbeville County,9.4
45003,Aiken County,9
45005,Allendale County,17.3
45007,Anderson County,6.7
45009,Bamberg County,6.5
45011,Barnwell County,10.1
45013,Beaufort County,6.3
45015,Berkeley County,6.4
45017,Calhoun County,6.5
45019,Charleston County,5.3
45021,Cherokee County,7.8
45023,Chester County,9.8
45025,Chesterfield County,9
45027,Clarendon County,12
45029,Colleton County,9.5
45031,Darlington County,13.1
45033,Dillon County,9.1
45035,Dorchester County,6.2
45037,Edgefield County,7.3
45039,Fairfield County,9.3
45041,Florence County,9.5
45043,Georgetown County,9.6
45045,Greenville County,5.5
45047,Greenwood County,9.7
45049,Hampton County,9.7
45051,Horry County,7.1
45053,Jasper County,10.7
45055,Kershaw County,7
45057,Lancaster County,7.7
45059,Laurens County,7.9
45061,Lee County,9
45063,Lexington County,6
45065,McCormick County,15.3
45067,Marion County,10.7
45069,Marlboro County,14.6
45071,Newberry County,8.1
45073,Oconee County,6.6
45075,Orangeburg County,9.7
45077,Pickens County,6.8
45079,Richland County,7.7
45081,Saluda County,6.7
45083,Spartanburg County,6.2
45085,Sumter County,11.4
45087,Union County,7.4
45089,Williamsburg County,9.8
45091,York County,6.6
46003,Aurora County,1.4
46005,Beadle County,2.1
46007,Bennett County,13.5
46009,Bon Homme County,1.2
46011,Brookings County,3.3
46013,Brown County,1.8
46015,Brule County,2
46017,Buffalo County,17
46019,Butte County,2.8
46021,Campbell County,1
46023,Charles Mix County,5.2
46025,Clark County,4
46027,Clay County,6.4
46029,Codington County,2.5
46031,Corson County,28.7
46033,Custer County,4
46035,Davison County,3.9
46037,Day County,1.5
46039,Deuel County,1.8
46041,Dewey County,25.9
46043,Douglas County,0.9
46045,Edmunds County,1.6
46047,Fall River County,2.6
46049,Faulk County,0.3
46051,Grant County,3.3
46053,Gregory County,0.8
46055,Haakon County,2.2
46057,Hamlin County,1.7
46059,Hand County,1.5
46061,Hanson County,0.4
46063,Harding County,1.5
46065,Hughes County,2.1
46067,Hutchinson County,5.3
46069,Hyde County,3
46071,Jackson County,12
46073,Jerauld County,0.2
46075,Jones County,2.9
46077,Kingsbury County,1.8
46079,Lake County,3.9
46081,Lawrence County,3.1
46083,Lincoln County,2.1
46085,Lyman County,6.3
46087,McCook County,2.5
46089,McPherson County,6.7
46091,Marshall County,1.6
46093,Meade County,1.3
46095,Mellette County,6.6
46097,Miner County,2
46099,Minnehaha County,3.4
46101,Moody County,4.9
46102,Oglala Lakota County,22.7
46103,Pennington County,4.2
46105,Perkins County,3.8
46107,Potter County,0.9
46109,Roberts County,7
46111,Sanborn County,3
46115,Spink County,1.9
46117,Stanley County,1
46119,Sully County,0.5
46121,Todd County,15.1
46123,Tripp County,1.8
46125,Turner County,2.2
46127,Union County,2.1
46129,Walworth County,3.7
46135,Yankton County,2.8
46137,Ziebach County,27
47001,Anderson County,6.9
47003,Bedford County,5.6
47005,Benton County,9.1
47007,Bledsoe County,8.4
47009,Blount County,5.9
47011,Bradley County,7.2
47013,Campbell County,8
47015,Cannon County,6.6
47017,Carroll County,6.9
47019,Carter County,6.3
47021,Cheatham County,5.5
47023,Chester County,10.3
47025,Claiborne County,8.5
47027,Clay County,5.3
47029,Cocke County,9.6
47031,Coffee County,5.8
47033,Crockett County,5.9
47035,Cumberland County,7.6
47037,Davidson County,5.3
47039,Decatur County,9.7
47041,DeKalb County,5.6
47043,Dickson County,4.7
47045,Dyer County,7.3
47047,Fayette County,7.9
47049,Fentress County,7.3
47051,Franklin County,6.9
47053,Gibson County,6.1
47055,Giles County,5.9
47057,Grainger County,6.4
47059,Greene County,7.2
47061,Grundy County,12.2
47063,Hamblen County,7.6
47065,Hamilton County,5.9
47067,Hancock County,10
47069,Hardeman County,15.8
47071,Hardin County,9.5
47073,Hawkins County,7.4
47075,Haywood County,6.8
47077,Henderson County,9.5
47079,Henry County,6.7
47081,Hickman County,6.2
47083,Houston County,6.6
47085,Humphreys County,6.4
47087,Jackson County,9.3
47089,Jefferson County,6.2
47091,Johnson County,6
47093,Knox County,5.5
47095,Lake County,11.3
47097,Lauderdale County,9.9
47099,Lawrence County,8.8
47101,Lewis County,4
47103,Lincoln County,5.9
47105,Loudon County,6.6
47107,McMinn County,8.3
47109,McNairy County,13.6
47111,Macon County,5.8
47113,Madison County,6.2
47115,Marion County,6
47117,Marshall County,6.5
47119,Maury County,6.2
47121,Meigs County,9.9
47123,Monroe County,9.3
47125,Montgomery County,7.5
47127,Moore County,5
47129,Morgan County,7.6
47131,Obion County,8.3
47133,Overton County,5.3
47135,Perry County,6.2
47137,Pickett County,3.9
47139,Polk County,6.1
47141,Putnam County,6.8
47143,Rhea County,7.9
47145,Roane County,8.2
47147,Robertson County,6.9
47149,Rutherford County,5.1
47151,Scott County,9.4
47153,Sequatchie County,7.8
47155,Sevier County,6.2
47157,Shelby County,8.6
47159,Smith County,3.7
47161,Stewart County,8.2
47163,Sullivan County,6.8
47165,Sumner County,4.5
47167,Tipton County,8.1
47169,Trousdale County,8.2
47171,Unicoi County,10.8
47173,Union County,7.2
47175,Van Buren County,11.6
47177,Warren County,6.8
47179,Washington County,5.3
47181,Wayne County,8.4
47183,Weakley County,8.3
47185,White County,9.3
47187,Williamson County,3.6
47189,Wilson County,4.5
48001,Anderson County,4.3
48003,Andrews County,4.5
48005,Angelina County,7.6
48007,Aransas County,6.7
48009,Archer County,3
48011,Armstrong County,1.8
48013,Atascosa County,6.1
48015,Austin County,5.4
48017,Bailey County,2.2
48019,Bandera County,5.7
48021,Bastrop County,7.7
48023,Baylor County,2.3
48025,Bee County,6.3
48027,Bell County,8.3
48029,Bexar County,6.1
48031,Blanco County,5.7
48033,Borden County,1.5
48035,Bosque County,5.2
48037,Bowie County,7.3
48039,Brazoria County,4.9
48041,Brazos County,4.7
48043,Brewster County,7.1
48045,Briscoe County,6.2
48047,Brooks County,13.8
48049,Brown County,4.3
48051,Burleson County,6.7
48053,Burnet County,4.3
48055,Caldwell County,3.4
48057,Calhoun County,6.3
48059,Callahan County,3.5
48061,Cameron County,8
48063,Camp County,6.1
48065,Carson County,1.9
48067,Cass County,7.3
48069,Castro County,4.2
48071,Chambers County,6.5
48073,Cherokee County,6.1
48075,Childress County,5.2
48077,Clay County,7.2
48079,Cochran County,8
48081,Coke County,4.3
48083,Coleman County,5.1
48085,Collin County,4.3
48087,Collingsworth County,7.1
48089,Colorado County,2.9
48091,Comal County,3.8
48093,Comanche County,3.6
48095,Concho County,0.4
48097,Cooke County,5.2
48099,Coryell County,9.9
48101,Cottle County,10.7
48103,Crane County,2.6
48105,Crockett County,2.4
48107,Crosby County,7.7
48109,Culberson County,5.3
48111,Dallam County,3.7
48113,Dallas County,5.9
48115,Dawson County,6.7
48117,Deaf Smith County,5
48119,Delta County,6.4
48121,Denton County,4.5
48123,DeWitt County,6.5
48125,Dickens County,15
48127,Dimmit County,15
48129,Donley County,4.6
48131,Duval County,13.6
48133,Eastland County,5.7
48135,Ector County,6.9
48137,Edwards County,5.1
48139,Ellis County,4.6
48141,El Paso County,7
48143,Erath County,4.3
48145,Falls County,6.1
48147,Fannin County,5.2
48149,Fayette County,1.5
48151,Fisher County,5.6
48153,Floyd County,6.4
48155,Foard County,11.3
48157,Fort Bend County,5.3
48159,Franklin County,7.6
48161,Freestone County,4.2
48163,Frio County,7.3
48165,Gaines County,4.5
48167,Galveston County,6.5
48169,Garza County,2
48171,Gillespie County,5
48173,Glasscock County,0
48175,Goliad County,6.4
48177,Gonzales County,5.1
48179,Gray County,4.9
48181,Grayson County,6.5
48183,Gregg County,4.8
48185,Grimes County,5.5
48187,Guadalupe County,4.5
48189,Hale County,6.4
48191,Hall County,13
48193,Hamilton County,3.1
48195,Hansford County,3.8
48197,Hardeman County,6.7
48199,Hardin County,4.4
48201,Harris County,6.4
48203,Harrison County,7.2
48205,Hartley County,1.2
48207,Haskell County,9.5
48209,Hays County,5.3
48211,Hemphill County,6.9
48213,Henderson County,6.2
48215,Hidalgo County,8.1
48217,Hill County,8.1
48219,Hockley County,7.4
48221,Hood County,3
48223,Hopkins County,5.9
48225,Houston County,4.5
48227,Howard County,6.7
48229,Hudspeth County,5.7
48231,Hunt County,6.5
48233,Hutchinson County,5.2
48235,Irion County,6.9
48237,Jack County,3.6
48239,Jackson County,4.7
48241,Jasper County,10.3
48243,Jeff Davis County,5.1
48245,Jefferson County,6.5
48247,Jim Hogg County,17
48249,Jim Wells County,5.3
48251,Johnson County,4.9
48253,Jones County,4.2
48255,Karnes County,4.1
48257,Kaufman County,6.5
48259,Kendall County,4.4
48261,Kenedy County,0
48263,Kent County,1.6
48265,Kerr County,6
48267,Kimble County,6.4
48269,King County,6
48271,Kinney County,8.1
48273,Kleberg County,9.7
48275,Knox County,5.1
48277,Lamar County,5.6
48279,Lamb County,3.6
48281,Lampasas County,7.4
48283,La Salle County,5.4
48285,Lavaca County,2.9
48287,Lee County,4.5
48289,Leon County,7.1
48291,Liberty County,7.8
48293,Limestone County,10.3
48295,Lipscomb County,5.2
48297,Live Oak County,3.8
48299,Llano County,8.3
48301,Loving County,0
48303,Lubbock County,4.8
48305,Lynn County,8.1
48307,McCulloch County,3.2
48309,McLennan County,5.1
48311,McMullen County,26.3
48313,Madison County,3.1
48315,Marion County,10.7
48317,Martin County,1.9
48319,Mason County,2.8
48321,Matagorda County,6.4
48323,Maverick County,12.9
48325,Medina County,5.3
48327,Menard County,5.1
48329,Midland County,3.5
48331,Milam County,5.5
48333,Mills County,2.9
48335,Mitchell County,6.4
48337,Montague County,6.6
48339,Montgomery County,4.9
48341,Moore County,4.1
48343,Morris County,9.9
48345,Motley County,8.1
48347,Nacogdoches County,8.6
48349,Navarro County,9.4
48351,Newton County,11.6
48353,Nolan County,7.1
48355,Nueces County,5.9
48357,Ochiltree County,7.6
48359,Oldham County,3.8
48361,Orange County,6
48363,Palo Pinto County,7.9
48365,Panola County,3.8
48367,Parker County,5.5
48369,Parmer County,2.8
48371,Pecos County,3.7
48373,Polk County,8.5
48375,Potter County,4.2
48377,Presidio County,9.8
48379,Rains County,5.7
48381,Randall County,3.7
48383,Reagan County,3.9
48385,Real County,6.1
48387,Red River County,9
48389,Reeves County,8
48391,Refugio County,7.9
48393,Roberts County,2.4
48395,Robertson County,7.7
48397,Rockwall County,4.9
48399,Runnels County,3.2
48401,Rusk County,5.7
48403,Sabine County,7.1
48405,San Augustine County,13.4
48407,San Jacinto County,6.5
48409,San Patricio County,4.9
48411,San Saba County,3.2
48413,Schleicher County,6.3
48415,Scurry County,4.6
48417,Shackelford County,7
48419,Shelby County,7.4
48421,Sherman County,1.5
48423,Smith County,6.5
48425,Somervell County,2.8
48427,Starr County,15
48429,Stephens County,4.7
48431,Sterling County,2.6
48433,Stonewall County,2.4
48435,Sutton County,5.9
48437,Swisher County,5.9
48439,Tarrant County,5.4
48441,Taylor County,4.4
48443,Terrell County,6.8
48445,Terry County,9.4
48447,Throckmorton County,5.2
48449,Titus County,6.1
48451,Tom Green County,3.8
48453,Travis County,4.5
48455,Trinity County,10.2
48457,Tyler County,9.5
48459,Upshur County,8.3
48461,Upton County,1.1
48463,Uvalde County,5.9
48465,Val Verde County,6.6
48467,Van Zandt County,5.9
48469,Victoria County,5.1
48471,Walker County,3.4
48473,Waller County,7.8
48475,Ward County,6.1
48477,Washington County,6.2
48479,Webb County,5.7
48481,Wharton County,5.3
48483,Wheeler County,5.6
48485,Wichita County,4.8
48487,Wilbarger County,5.8
48489,Willacy County,14.5
48491,Williamson County,4.8
48493,Wilson County,6
48495,Winkler County,4.1
48497,Wise County,6
48499,Wood County,7.8
48501,Yoakum County,7.5
48503,Young County,4.5
48505,Zapata County,12.4
48507,Zavala County,10.1
49001,Beaver County,4.7
49003,Box Elder County,5.5
49005,Cache County,3.6
49007,Carbon County,5.4
49009,Daggett County,1
49011,Davis County,3.3
49013,Duchesne County,6.2
49015,Emery County,4.4
49017,Garfield County,4.6
49019,Grand County,6.4
49021,Iron County,6.2
49023,Juab County,2.9
49025,Kane County,4
49027,Millard County,2.9
49029,Morgan County,3.4
49031,Piute County,1.9
49033,Rich County,1.8
49035,Salt Lake County,4.3
49037,San Juan County,8.4
49039,Sanpete County,6.8
49041,Sevier County,4.8
49043,Summit County,2.3
49045,Tooele County,6.5
49047,Uintah County,6.7
49049,Utah County,4.3
49051,Wasatch County,2.4
49053,Washington County,5.2
49055,Wayne County,1.9
49057,Weber County,4.8
50001,Addison County,4.4
50003,Bennington County,4.4
50005,Caledonia County,4.9
50007,Chittenden County,4.1
50009,Essex County,5.1
50011,Franklin County,4.4
50013,Grand Isle County,4.9
50015,Lamoille County,3.8
50017,Orange County,4.3
50019,Orleans County,4.4
50021,Rutland County,4.7
50023,Washington County,3.9
50025,Windham County,5.6
50027,Windsor County,4.5
51001,Accomack County,5.4
51003,Albemarle County,3.2
51005,Alleghany County,4.4
51007,Amelia County,3.3
51009,Amherst County,5.6
51011,Appomattox County,3.5
51013,Arlington County,3.2
51015,Augusta County,4.1
51017,Bath County,9.1
51019,Bedford County,4.4
51021,Bland County,6.7
51023,Botetourt County,3.8
51025,Brunswick County,7.8
51027,Buchanan County,8.6
51029,Buckingham County,8.4
51031,Campbell County,3.4
51033,Caroline County,6.3
51035,Carroll County,3.8
51036,Charles City County,6.2
51037,Charlotte County,6.8
51041,Chesterfield County,5.6
51043,Clarke County,3.3
51045,Craig County,4.1
51047,Culpeper County,5.9
51049,Cumberland County,7
51051,Dickenson County,5.6
51053,Dinwiddie County,8.3
51057,Essex County,5.6
51059,Fairfax County,4.5
51061,Fauquier County,4
51063,Floyd County,5.5
51065,Fluvanna County,4.8
51067,Franklin County,5.4
51069,Frederick County,4.1
51071,Giles County,4.8
51073,Gloucester County,3.3
51075,Goochland County,3.4
51077,Grayson County,7.4
51079,Greene County,6.3
51081,Greensville County,5.7
51083,Halifax County,4.9
51085,Hanover County,3.4
51087,Henrico County,5.8
51089,Henry County,8.7
51091,Highland County,0.5
51093,Isle of Wight County,7
51095,James City County,4.9
51097,King and Queen County,4.4
51099,King George County,4.9
51101,King William County,3.7
51103,Lancaster County,4.4
51105,Lee County,11.4
51107,Loudoun County,3.8
51109,Louisa County,7.7
51111,Lunenburg County,4.5
51113,Madison County,5.6
51115,Mathews County,1.4
51117,Mecklenburg County,5
51119,Middlesex County,6.3
51121,Montgomery County,4.3
51125,Nelson County,3.7
51127,New Kent County,5.1
51131,Northampton County,4.4
51133,Northumberland County,7.8
51135,Nottoway County,5.8
51137,Orange County,6.5
51139,Page County,7.8
51141,Patrick County,6.6
51143,Pittsylvania County,6.7
51145,Powhatan County,4
51147,Prince Edward County,5.2
51149,Prince George County,8.5
51153,Prince William County,5
51155,Pulaski County,6.9
51157,Rappahannock County,2.9
51159,Richmond County,6.4
51161,Roanoke County,4.8
51163,Rockbridge County,5
51165,Rockingham County,4.6
51167,Russell County,6.8
51169,Scott County,6.2
51171,Shenandoah County,5.2
51173,Smyth County,6.3
51175,Southampton County,4.3
51177,Spotsylvania County,5.5
51179,Stafford County,4.3
51181,Surry County,7.7
51183,Sussex County,5.5
51185,Tazewell County,7.8
51187,Warren County,6
51191,Washington County,6.4
51193,Westmoreland County,7.3
51195,Wise County,9.6
51197,Wythe County,6.2
51199,York County,6.4
51510,Alexandria city,3.9
51520,Bristol city,7.7
51530,Buena Vista city,4.7
51540,Charlottesville city,3.6
51550,Chesapeake city,5.8
51570,Colonial Heights city,10.2
51580,Covington city,5.6
51590,Danville city,10.1
51595,Emporia city,20.4
51600,Fairfax city,4.1
51610,Falls Church city,4.2
51620,Franklin city,14.8
51630,Fredericksburg city,5.6
51640,Galax city,5.5
51650,Hampton city,7.8
51660,Harrisonburg city,5.3
51670,Hopewell city,10
51678,Lexington city,4.1
51680,Lynchburg city,7.4
51683,Manassas city,7.4
51685,Manassas Park city,6
51690,Martinsville city,8.3
51700,Newport News city,7.5
51710,Norfolk city,8.5
51720,Norton city,13.5
51730,Petersburg city,12.2
51735,Poquoson city,4.7
51740,Portsmouth city,9.7
51750,Radford city,7.5
51760,Richmond city,8.8
51770,Roanoke city,6.6
51775,Salem city,4.7
51790,Staunton city,3.9
51800,Suffolk city,6.7
51810,Virginia Beach city,5.3
51820,Waynesboro city,4.4
51830,Williamsburg city,7.3
51840,Winchester city,4.3
53001,Adams County,5.9
53003,Asotin County,6.7
53005,Benton County,6
53007,Chelan County,5.8
53009,Clallam County,8.8
53011,Clark County,6.2
53013,Columbia County,7.9
53015,Cowlitz County,8.4
53017,Douglas County,3.9
53019,Ferry County,9.5
53021,Franklin County,5.8
53023,Garfield County,7.2
53025,Grant County,6.9
53027,Grays Harbor County,10.1
53029,Island County,6.7
53031,Jefferson County,7.5
53033,King County,5
53035,Kitsap County,5.7
53037,Kittitas County,5.3
53039,Klickitat County,5
53041,Lewis County,8.8
53043,Lincoln County,4.2
53045,Mason County,8.3
53047,Okanogan County,6.7
53049,Pacific County,6.4
53051,Pend Oreille County,8
53053,Pierce County,6.9
53055,San Juan County,4
53057,Skagit County,6.4
53059,Skamania County,6.2
53061,Snohomish County,5.4
53063,Spokane County,6.3
53065,Stevens County,6.7
53067,Thurston County,7.7
53069,Wahkiakum County,6.3
53071,Walla Walla County,6
53073,Whatcom County,6.8
53075,Whitman County,8.5
53077,Yakima County,7.5
54001,Barbour County,8.9
54003,Berkeley County,8.3
54005,Boone County,10.6
54007,Braxton County,15.3
54009,Brooke County,3.5
54011,Cabell County,5.5
54013,Calhoun County,14.5
54015,Clay County,10.8
54017,Doddridge County,6.5
54019,Fayette County,8.4
54021,Gilmer County,12.3
54023,Grant County,5.2
54025,Greenbrier County,6.8
54027,Hampshire County,5.7
54029,Hancock County,7.5
54031,Hardy County,5.1
54033,Harrison County,6.5
54035,Jackson County,4.6
54037,Jefferson County,7.3
54039,Kanawha County,6.5
54041,Lewis County,7.5
54043,Lincoln County,7.3
54045,Logan County,12.8
54047,McDowell County,11.2
54049,Marion County,5.5
54051,Marshall County,5.9
54053,Mason County,7.7
54055,Mercer County,6.2
54057,Mineral County,6.9
54059,Mingo County,15.6
54061,Monongalia County,6.1
54063,Monroe County,9
54065,Morgan County,11.1
54067,Nicholas County,7.3
54069,Ohio County,5.1
54071,Pendleton County,5
54073,Pleasants County,7.4
54075,Pocahontas County,6.3
54077,Preston County,8.4
54079,Putnam County,3.5
54081,Raleigh County,7.6
54083,Randolph County,7.3
54085,Ritchie County,8.5
54087,Roane County,9.2
54089,Summers County,11.1
54091,Taylor County,8.9
54093,Tucker County,7.4
54095,Tyler County,8.2
54097,Upshur County,8.1
54099,Wayne County,8.8
54101,Webster County,10.6
54103,Wetzel County,6.7
54105,Wirt County,7.8
54107,Wood County,6
54109,Wyoming County,11.7
55001,Adams County,8.1
55003,Ashland County,7.2
55005,Barron County,3.6
55007,Bayfield County,5.5
55009,Brown County,4.4
55011,Buffalo County,3.5
55013,Burnett County,5.1
55015,Calumet County,2
55017,Chippewa County,3.7
55019,Clark County,3.3
55021,Columbia County,3.8
55023,Crawford County,4.1
55025,Dane County,3.8
55027,Dodge County,4.8
55029,Door County,4.6
55031,Douglas County,5.6
55033,Dunn County,4.7
55035,Eau Claire County,4
55037,Florence County,6.4
55039,Fond du Lac County,4
55041,Forest County,8.3
55043,Grant County,3.5
55045,Green County,2.6
55047,Green Lake County,3.4
55049,Iowa County,3.5
55051,Iron County,7.8
55053,Jackson County,4.7
55055,Jefferson County,4.3
55057,Juneau County,4.3
55059,Kenosha County,7.8
55061,Kewaunee County,3.5
55063,La Crosse County,4.6
55065,Lafayette County,2.7
55067,Langlade County,6.7
55069,Lincoln County,4
55071,Manitowoc County,3.7
55073,Marathon County,3.8
55075,Marinette County,5.7
55077,Marquette County,5.5
55078,Menominee County,8.1
55079,Milwaukee County,7.1
55081,Monroe County,4.7
55083,Oconto County,4.5
55085,Oneida County,3.9
55087,Outagamie County,3.1
55089,Ozaukee County,3
55091,Pepin County,3.4
55093,Pierce County,2.7
55095,Polk County,4.8
55097,Portage County,4.6
55099,Price County,2.9
55101,Racine County,5.8
55103,Richland County,3.5
55105,Rock County,6.4
55107,Rusk County,4.1
55109,St. Croix County,3.3
55111,Sauk County,3.6
55113,Sawyer County,6.2
55115,Shawano County,3.9
55117,Sheboygan County,4.4
55119,Taylor County,3.8
55121,Trempealeau County,3.3
55123,Vernon County,2.9
55125,Vilas County,7.9
55127,Walworth County,5.6
55129,Washburn County,5.1
55131,Washington County,3.4
55133,Waukesha County,3.3
55135,Waupaca County,3.8
55137,Waushara County,5
55139,Winnebago County,3.6
55141,Wood County,4.8
56001,Albany County,4.8
56003,Big Horn County,4.7
56005,Campbell County,4.6
56007,Carbon County,3.4
56009,Converse County,5.8
56011,Crook County,3.6
56013,Fremont County,6
56015,Goshen County,6.5
56017,Hot Springs County,4.1
56019,Johnson County,4.3
56021,Laramie County,5.3
56023,Lincoln County,6
56025,Natrona County,5.1
56027,Niobrara County,0
56029,Park County,3.3
56031,Platte County,2.5
56033,Sheridan County,3.1
56035,Sublette County,4.2
56037,Sweetwater County,5.2
56039,Teton County,1.3
56041,Uinta County,6.4
56043,Washakie County,6.1
56045,Weston County,2.2
